id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
7713,5342,146.281373,47.300598,0.946278,5492,82.47209,0.557039,322.917,0.643772,3.09259,Jasmine
3415,5566,143.2379,50.597211,0.935533,5746,84.183438,0.481321,322.923,0.670741,2.830945,Jasmine
7105,5241,144.508136,47.361206,0.944768,5424,81.688729,0.659079,322.925,0.631569,3.051192,Jasmine
3875,5618,144.436431,50.515732,0.936845,5732,84.575763,0.482315,322.932,0.67697,2.859237,Jasmine
4103,5630,144.447891,50.291332,0.937434,5777,84.666042,0.499113,322.945,0.678361,2.872222,Jasmine
11898,6612,134.513389,63.293273,0.882381,6797,91.753255,0.62003,322.952,0.796649,2.12524,Gonen
1599,5691,140.877611,52.322281,0.928472,5839,85.123476,0.504969,322.954,0.685673,2.692498,Jasmine
8448,5401,147.893293,47.016481,0.948122,5493,82.926273,0.466005,322.956,0.650725,3.145563,Jasmine
5308,6912,128.557342,69.361348,0.841962,7036,93.811682,0.623152,322.963,0.832737,1.853444,Gonen
796,6018,141.412104,54.986346,0.921306,6172,87.534882,0.665561,322.975,0.724977,2.571768,Jasmine
697,5998,140.60347,55.256501,0.91954,6140,87.389306,0.556969,322.976,0.722563,2.54456,Jasmine
5578,5418,144.378124,48.729642,0.94132,5588,83.056679,0.464586,322.98,0.652676,2.96284,Jasmine
2633,5678,142.704549,51.335202,0.933056,5822,85.026197,0.697372,322.983,0.683984,2.779858,Jasmine
11582,6562,133.906156,63.491237,0.880446,6712,91.405678,0.747806,322.984,0.790468,2.109049,Gonen
17242,6211,137.361333,58.716134,0.904035,6370,88.927447,0.757347,323,0.748112,2.339414,Gonen
18136,5882,141.268657,53.89941,0.924353,6076,86.540135,0.525836,323.004,0.708466,2.620969,Gonen
4550,5484,143.632459,49.528267,0.938666,5635,83.56103,0.777211,323.007,0.660516,2.90001,Jasmine
2466,5683,142.601839,51.5428,0.932393,5829,85.063625,0.543412,323.009,0.684476,2.766668,Jasmine
6687,6809,130.328789,67.274466,0.856474,6967,93.110086,0.661582,323.017,0.820054,1.93727,Gonen
1845,5718,141.36006,52.032715,0.929792,5857,85.325165,0.501008,323.021,0.68864,2.716753,Jasmine
1138,5577,138.566288,52.560806,0.925266,5830,84.266583,0.509594,323.027,0.671634,2.636304,Jasmine
8554,4984,144.703269,45.87447,0.948417,5201,79.660692,0.587805,323.033,0.600197,3.154331,Jasmine
3616,5549,143.079542,50.333641,0.93608,5728,84.054781,0.71059,323.04,0.668208,2.842623,Jasmine
16316,6348,136.612346,59.833852,0.898983,6521,89.902862,0.584638,323.044,0.764405,2.283195,Gonen
6697,5354,144.909873,47.862796,0.943878,5521,82.564669,0.490203,323.045,0.644707,3.02761,Jasmine
9895,5095,148.453064,44.986684,0.952979,5287,80.54288,0.445134,323.062,0.613454,3.299933,Jasmine
1203,5794,141.114299,53.327708,0.925845,5941,85.890337,0.530489,323.077,0.697551,2.646172,Jasmine
17432,6221,137.844764,58.509693,0.905446,6344,88.999007,0.560754,323.077,0.748959,2.35593,Gonen
2302,5511,140.926505,51.192379,0.931689,5682,83.76648,0.482152,323.079,0.663472,2.752881,Jasmine
4789,5724,146.442772,50.259804,0.939261,5831,85.369919,0.484387,323.088,0.689077,2.913716,Jasmine
4808,5474,143.981661,49.399811,0.9393,5622,83.484809,0.638889,323.09,0.658973,2.91462,Jasmine
7933,5456,148.413303,47.776577,0.946768,5618,83.347435,0.535742,323.091,0.656802,3.106403,Jasmine
14528,6598,137.23751,61.912,0.892458,6707,91.656066,0.649409,323.092,0.794273,2.216654,Gonen
7109,5433,146.21816,47.917668,0.944777,5562,83.171572,0.503522,323.094,0.654021,3.051446,Jasmine
6259,6668,128.972625,67.296893,0.853073,6884,92.140986,0.663945,323.099,0.802665,1.916472,Gonen
8482,5205,146.114891,46.416205,0.948202,5365,81.407689,0.454983,323.105,0.626532,3.147928,Jasmine
12278,6505,134.266076,62.7076,0.884236,6594,91.00782,0.58667,323.12,0.782942,2.141145,Gonen
5709,5431,144.499088,48.654925,0.941607,5611,83.156262,0.509475,323.159,0.653517,2.969876,Jasmine
10046,5133,148.581581,44.714014,0.953643,5259,80.842678,0.434374,323.171,0.617613,3.322931,Jasmine
6261,5524,146.860081,48.914942,0.942901,5657,83.865221,0.799537,323.172,0.664655,3.002356,Jasmine
1530,5668,141.003158,52.500603,0.928098,5841,84.95129,0.503688,323.21,0.681821,2.685744,Jasmine
3947,5517,143.795748,50.218559,0.937035,5691,83.812067,0.634576,323.223,0.663603,2.863399,Jasmine
4120,5322,141.949839,49.410019,0.937465,5527,82.317561,0.571275,323.232,0.640112,2.872896,Jasmine
1385,5753,141.854569,53.144859,0.927169,5904,85.585905,0.538066,323.233,0.691947,2.669206,Jasmine
5436,5593,146.169324,49.4743,0.940976,5735,84.387373,0.702197,323.246,0.672649,2.95445,Jasmine
9512,5015,145.546053,44.82914,0.951384,5197,79.908049,0.78605,323.247,0.603131,3.246684,Jasmine
7345,5117,142.685056,46.518708,0.945362,5287,80.716583,0.457406,323.252,0.615379,3.067262,Jasmine
7225,5157,143.616128,46.966988,0.945013,5334,81.031453,0.536071,323.256,0.620174,3.05781,Jasmine
10606,6592,132.785482,64.003604,0.876167,6756,91.614382,0.653579,323.257,0.792741,2.074656,Gonen
5320,5496,145.279745,49.297787,0.940667,5666,83.652403,0.496477,323.259,0.66093,2.946983,Jasmine
10692,6577,133.016445,64.031371,0.876512,6708,91.51009,0.591032,323.26,0.790922,2.077364,Gonen
11623,6559,133.708187,63.317419,0.880767,6747,91.384781,0.614829,323.266,0.788728,2.111713,Gonen
1086,5848,141.740095,53.909733,0.924846,6008,86.289657,0.718251,323.272,0.703204,2.629212,Jasmine
7804,5175,144.73057,46.714488,0.946478,5446,81.172746,0.59197,323.272,0.622277,3.098194,Jasmine
4153,5283,140.579162,48.901279,0.937548,5487,82.015392,0.489167,323.276,0.635248,2.874754,Jasmine
973,6003,142.115952,54.519321,0.923489,6132,87.425723,0.562711,323.292,0.721752,2.606708,Jasmine
2066,5671,141.973267,51.892529,0.930808,5838,84.973769,0.778984,323.297,0.681814,2.73591,Jasmine
766,5801,138.308332,53.96317,0.920745,5960,85.942205,0.546542,323.3,0.697431,2.563013,Jasmine
3608,5695,144.668679,50.897551,0.936067,5839,85.153386,0.812759,323.305,0.684666,2.84235,Jasmine
1495,5650,141.307335,52.691641,0.927877,5830,84.816292,0.498764,323.31,0.679235,2.681779,Jasmine
1290,5670,140.358204,52.827025,0.926468,5840,84.966277,0.778846,323.322,0.681589,2.656939,Jasmine
698,6045,141.211066,55.488343,0.919561,6168,87.731027,0.658497,323.339,0.726591,2.544878,Jasmine
2596,5690,142.493373,51.318506,0.932896,5900,85.115997,0.579135,323.348,0.683883,2.776647,Jasmine
6268,5327,144.055012,47.972799,0.942921,5442,82.356221,0.452514,323.354,0.64023,3.002848,Jasmine
1841,5693,142.131938,52.324118,0.929771,5869,85.138433,0.545934,323.373,0.684138,2.716375,Jasmine
14728,6390,135.379178,60.867143,0.893228,6550,90.199782,0.711898,323.381,0.767859,2.224175,Gonen
10129,6713,133.798207,64.963753,0.874217,6840,92.451377,0.605429,323.4,0.806578,2.059582,Gonen
7030,5386,145.21272,47.652719,0.944623,5509,82.811039,0.466078,323.401,0.647133,3.047312,Jasmine
17814,6190,139.038461,57.665358,0.909938,6327,88.776983,0.655026,323.405,0.743716,2.411126,Gonen
6146,6854,129.952552,68.099489,0.851698,6995,93.417257,0.627368,323.409,0.823474,1.908275,Gonen
1079,5536,137.67565,52.40912,0.924711,5753,83.956263,0.635591,323.413,0.665106,2.626941,Jasmine
7705,5326,146.450771,47.367842,0.946249,5455,82.34849,0.59336,323.413,0.639876,3.091776,Jasmine
9400,5248,148.015814,45.741741,0.951051,5365,81.743264,0.451791,323.42,0.630478,3.235902,Jasmine
7950,6732,132.188014,66.218383,0.865481,6871,92.582118,0.652073,323.422,0.808751,1.996243,Gonen
902,5701,139.28122,53.683241,0.922737,5930,85.198231,0.666316,323.446,0.68479,2.594501,Jasmine
4263,5630,144.74202,50.227464,0.93786,5742,84.666042,0.678804,323.471,0.676157,2.881731,Jasmine
11968,6669,135.063352,63.467209,0.882716,6808,92.147895,0.680233,323.48,0.800895,2.128081,Gonen
10015,5129,148.702626,44.824886,0.953485,5328,80.811173,0.640485,323.487,0.615927,3.317412,Jasmine
2840,5567,142.72687,51.088453,0.933742,5740,84.191,0.753927,323.495,0.668492,2.793721,Jasmine
6323,6548,128.186227,66.669664,0.854105,6763,91.308119,0.740389,323.513,0.786204,1.922707,Gonen
6429,5295,143.730289,47.725518,0.943262,5454,82.108485,0.581357,323.513,0.635759,3.011602,Jasmine
3732,4913,135.324874,47.477911,0.936434,5132,79.09125,0.750076,323.528,0.589838,2.85027,Jasmine
2036,5717,142.839288,52.265664,0.930652,5859,85.317703,0.66238,323.529,0.686359,2.732947,Jasmine
14254,6330,133.94704,60.666982,0.891552,6494,89.77531,0.756272,323.538,0.759911,2.207907,Gonen
6363,5591,146.90691,48.841574,0.943115,5721,84.372284,0.488767,323.541,0.671183,3.007825,Jasmine
8254,5239,146.424327,46.774339,0.947605,5358,81.673141,0.445039,323.543,0.628918,3.130441,Jasmine
2537,5832,144.429985,52.103211,0.932662,5948,86.171533,0.733954,323.545,0.700097,2.771998,Jasmine
9224,5124,146.121169,45.436306,0.950426,5281,80.771774,0.697712,323.545,0.615105,3.215956,Jasmine
9609,5105,146.338602,44.868637,0.951836,5246,80.621882,0.442912,323.559,0.612772,3.26149,Jasmine
9904,5290,150.461341,45.561221,0.953051,5408,82.069709,0.771137,323.56,0.634974,3.302399,Jasmine
18149,6100,143.831048,54.241338,0.926165,6198,88.12923,0.562938,323.564,0.732182,2.651687,Gonen
11533,6706,134.957109,64.06752,0.880134,6822,92.403162,0.622713,323.565,0.804916,2.106482,Gonen
8359,5311,147.570254,47.024023,0.947871,5454,82.232446,0.728233,323.57,0.637455,3.138189,Jasmine
7673,5341,146.829708,47.526501,0.946165,5476,82.464371,0.80075,323.578,0.641024,3.089428,Jasmine
391,6125,137.424412,57.431659,0.908486,6288,88.309638,0.677245,323.587,0.735079,2.392834,Jasmine
2314,5728,143.239271,52.008887,0.931754,5863,85.399743,0.496533,323.609,0.68734,2.754131,Jasmine
1220,5844,141.169336,53.295316,0.925998,5963,86.260141,0.535557,323.624,0.701195,2.648813,Jasmine
12299,6603,135.17897,63.112893,0.884319,6760,91.690789,0.770658,323.662,0.792078,2.14186,Gonen
11550,6775,135.199474,64.155239,0.880243,6891,92.877327,0.625231,323.663,0.812705,2.10738,Gonen
3073,5792,144.77751,51.533007,0.934506,5930,85.875511,0.51234,323.665,0.694779,2.809413,Jasmine
2065,5838,144.134126,52.682479,0.930807,6034,86.215848,0.650256,323.669,0.70028,2.735902,Jasmine
11237,4788,150.403211,41.135825,0.961871,4926,78.07862,0.414115,323.682,0.574284,3.656259,Jasmine
3939,6930,121.956309,74.313974,0.792902,7149,93.933753,0.610626,323.684,0.831191,1.641095,Gonen
10599,5061,149.111979,43.545873,0.956408,5173,80.27369,0.748447,323.685,0.607017,3.424251,Jasmine
4995,5495,145.707362,49.78557,0.939816,5723,83.644792,0.607518,323.686,0.659067,2.926699,Jasmine
8419,5156,145.395041,46.255909,0.948044,5357,81.023596,0.478782,323.697,0.618366,3.143275,Jasmine
5655,5307,143.658714,48.412456,0.941506,5491,82.201474,0.723813,323.728,0.636353,2.967392,Jasmine
11073,6680,134.05646,64.159998,0.878031,6801,92.223859,0.728462,323.736,0.800948,2.089409,Gonen
3885,5625,144.144539,50.406289,0.936864,5760,84.628438,0.575036,323.744,0.674418,2.859654,Jasmine
1778,5876,143.388648,52.897415,0.929465,5994,86.495986,0.55122,323.746,0.704503,2.710693,Jasmine
2170,5609,142.185564,51.813207,0.93124,5822,84.507991,0.528154,323.746,0.672491,2.744195,Jasmine
14419,6310,134.770156,60.890796,0.892113,6507,89.633373,0.574211,323.747,0.756533,2.213309,Gonen
4420,5542,143.800334,49.721514,0.93832,5665,84.001747,0.612917,323.753,0.664429,2.892115,Jasmine
6808,5509,146.680762,48.334132,0.944149,5609,83.751279,0.476392,323.766,0.66042,3.034724,Jasmine
9824,5149,147.782021,44.927298,0.952669,5285,80.968577,0.442354,323.774,0.617233,3.289359,Jasmine
4151,5607,144.358289,50.216618,0.937546,5781,84.492924,0.468421,323.775,0.672131,2.874711,Jasmine
2961,5518,142.329753,50.794526,0.934151,5695,83.819662,0.482343,323.782,0.661433,2.802069,Jasmine
5276,5515,145.29198,49.340948,0.94057,5671,83.796874,0.480903,323.782,0.661074,2.944653,Jasmine
1906,5479,140.733713,51.68106,0.930132,5731,83.522928,0.501648,323.788,0.656734,2.72312,Jasmine
472,6095,139.575382,57.064217,0.912605,6250,88.093104,0.537478,323.807,0.730485,2.445935,Jasmine
1105,5606,138.749414,52.714727,0.925016,5786,84.485389,0.502555,323.83,0.671783,2.632081,Jasmine
2785,5632,143.285953,51.367374,0.933531,5823,84.681079,0.522062,323.836,0.674873,2.789435,Jasmine
12887,6413,134.135888,62.004878,0.886747,6585,90.361968,0.595506,323.846,0.768412,2.163312,Gonen
749,5944,140.05417,54.767237,0.920372,6094,86.995034,0.633689,323.852,0.712189,2.557262,Jasmine
6037,6905,130.559928,68.654376,0.85058,7057,93.764167,0.733248,323.852,0.827333,1.901699,Gonen
2891,5626,143.085781,51.150941,0.933919,5790,84.63596,0.519195,323.854,0.674079,2.797325,Jasmine
7500,5564,148.436537,48.218798,0.945767,5691,84.168312,0.753521,323.859,0.66663,3.078396,Jasmine
10642,4997,150.425187,43.816623,0.956636,5215,79.764516,0.777864,323.859,0.598697,3.433062,Jasmine
10677,4886,147.329283,42.787418,0.956899,5036,78.873623,0.478176,323.87,0.585358,3.443285,Jasmine
540,6205,140.641726,56.641895,0.915315,6343,88.884483,0.548872,323.879,0.743338,2.482998,Jasmine
6880,5446,146.049966,48.064936,0.944295,5584,83.271019,0.68007,323.884,0.652392,3.038597,Jasmine
5293,7133,130.357496,70.571631,0.840785,7261,95.299621,0.632358,323.888,0.854461,1.847166,Gonen
17133,6079,135.932935,58.325966,0.903267,6304,87.977402,0.546771,323.898,0.728158,2.330573,Gonen
1247,5847,142.371159,53.683769,0.926185,5960,86.282279,0.606032,323.901,0.700355,2.652034,Jasmine
10225,5060,148.507426,44.29827,0.954475,5191,80.265759,0.451222,323.912,0.606047,3.352443,Jasmine
8862,5098,145.948244,45.894121,0.949272,5250,80.566589,0.454246,323.913,0.610595,3.180108,Jasmine
6109,5443,144.916359,48.399374,0.94258,5565,83.24808,0.79344,323.917,0.6519,2.994178,Jasmine
2465,5765,143.706393,51.942784,0.932391,5878,85.675119,0.60544,323.918,0.690461,2.766629,Jasmine
4319,6651,121.972562,71.827605,0.808218,6970,92.023455,0.767837,323.925,0.796541,1.698129,Gonen
5512,5222,141.94254,47.98164,0.941133,5413,81.540523,0.600644,323.926,0.625396,2.958268,Jasmine
994,5876,141.442155,54.164205,0.923772,6006,86.495986,0.526523,323.93,0.703703,2.611358,Jasmine
3851,5486,143.454687,50.197624,0.93678,5624,83.576265,0.481862,323.939,0.65696,2.857798,Jasmine
2257,5776,143.843,52.314554,0.931519,5907,85.756817,0.53946,323.944,0.691667,2.749579,Jasmine
5550,5440,144.853292,48.921387,0.941243,5580,83.225135,0.583942,323.951,0.651404,2.96094,Jasmine
7796,6886,132.856459,66.795041,0.864425,6999,93.635076,0.79653,323.951,0.824552,1.989017,Gonen
11181,6604,133.159724,63.607143,0.878536,6788,91.697731,0.63653,323.961,0.790736,2.093471,Gonen
3468,5681,144.455962,50.971773,0.935679,5806,85.048656,0.797445,323.966,0.680199,2.834038,Jasmine
5871,5493,145.669588,48.894654,0.941985,5645,83.629569,0.774862,323.966,0.657689,2.979254,Jasmine
4459,5490,143.478096,49.561869,0.938444,5633,83.606729,0.658273,323.967,0.657326,2.894929,Jasmine
10314,5165,149.609284,44.402156,0.954944,5278,81.09428,0.472985,323.979,0.618367,3.369415,Jasmine
652,5796,139.001187,54.882797,0.918751,5965,85.905159,0.775592,323.984,0.693891,2.532691,Jasmine
4714,5579,145.678158,50.085709,0.939039,5744,84.281691,0.555124,323.984,0.667912,2.908577,Jasmine
7413,5333,145.572437,47.389482,0.945529,5514,82.402588,0.472616,323.995,0.638418,3.07183,Jasmine
9580,5206,147.650814,45.333445,0.951699,5314,81.415509,0.438511,323.998,0.623203,3.256995,Jasmine
7490,5192,144.499751,46.949821,0.945744,5374,81.305964,0.452817,324.006,0.621496,3.077749,Jasmine
9972,6443,131.700889,64.142935,0.873382,6702,90.573078,0.588509,324.019,0.771182,2.053241,Gonen
1985,6072,146.056188,53.508128,0.930476,6175,87.926734,0.840066,324.032,0.726718,2.729607,Jasmine
10448,5033,148.339675,43.731309,0.955557,5183,80.051325,0.532762,324.034,0.602359,3.39207,Jasmine
2242,5852,144.307902,52.497159,0.931483,6001,86.319163,0.542103,324.035,0.700375,2.748871,Jasmine
8403,5347,147.357051,46.906888,0.947983,5495,82.510677,0.493448,324.052,0.639868,3.14148,Jasmine
2214,5418,140.375238,51.10006,0.931389,5711,83.056679,0.623188,324.075,0.648273,2.747066,Jasmine
14715,6426,136.032445,61.168357,0.8932,6563,90.453509,0.574417,324.078,0.768867,2.223902,Gonen
751,6010,141.839671,55.455235,0.920403,6205,87.476681,0.800906,324.082,0.719076,2.557733,Jasmine
4039,5548,143.531699,50.043635,0.93725,5691,84.047207,0.663875,324.082,0.663799,2.868131,Jasmine
1553,5483,138.771376,51.638411,0.928188,5691,83.553411,0.660921,324.1,0.655949,2.687367,Jasmine
17524,6182,138.007914,58.325237,0.906306,6366,88.719597,0.600427,324.108,0.739536,2.366178,Gonen
17311,6207,136.765316,58.297468,0.904601,6411,88.898807,0.772015,324.125,0.742449,2.345991,Gonen
7629,5312,145.430724,47.112808,0.946073,5448,82.240188,0.561997,324.133,0.635362,3.086862,Jasmine
12759,6675,135.908907,62.972135,0.88618,6843,92.189338,0.604839,324.135,0.798379,2.158239,Gonen
15356,6366,135.795791,60.46868,0.895386,6508,90.030233,0.6544,324.141,0.761392,2.245721,Gonen
10979,6648,134.017027,64.24157,0.877622,6816,92.002698,0.647322,324.142,0.795116,2.086142,Gonen
3301,5583,143.330565,50.744267,0.935232,5730,84.311899,0.491938,324.145,0.667727,2.824567,Jasmine
2252,5661,142.253086,51.743478,0.9315,5799,84.898817,0.621269,324.15,0.677035,2.749198,Jasmine
2225,5924,144.802728,52.698724,0.931425,6047,86.848552,0.626878,324.174,0.708384,2.747746,Jasmine
974,6135,143.696005,55.121893,0.923499,6230,88.381698,0.545333,324.177,0.733601,2.606877,Jasmine
3918,5097,140.073319,48.953753,0.936941,5283,80.558686,0.528954,324.191,0.609428,2.86134,Jasmine
6750,5430,145.811954,48.104881,0.944012,5553,83.148606,0.819746,324.198,0.649216,3.031126,Jasmine
7615,5341,146.14642,47.362284,0.946032,5476,82.464371,0.530177,324.2,0.638567,3.085713,Jasmine
7961,6956,133.789187,67.018479,0.86549,7059,94.109799,0.798622,324.216,0.831573,1.996303,Gonen
1780,5736,142.280288,52.485467,0.929474,5910,85.459359,0.706404,324.223,0.685696,2.710851,Jasmine
2100,5766,143.09453,52.253147,0.930943,5899,85.682549,0.51117,324.244,0.689193,2.738486,Jasmine
2148,5883,143.813125,52.441288,0.931145,6003,86.547491,0.54629,324.251,0.703147,2.742364,Jasmine
9079,5352,148.526695,46.418639,0.949909,5476,82.549246,0.532537,324.257,0.639657,3.199721,Jasmine
5070,7118,128.726992,71.417507,0.831985,7220,95.199365,0.623074,324.261,0.850704,1.802457,Gonen
2661,5714,143.733749,51.677339,0.933132,5856,85.295315,0.525522,324.283,0.682813,2.781369,Jasmine
2305,5640,141.955876,51.556424,0.931717,5767,84.7412,0.493697,324.286,0.673958,2.753408,Jasmine
8143,5432,148.035271,47.419921,0.947307,5563,83.163918,0.775225,324.288,0.649094,3.121795,Jasmine
591,5824,137.983446,54.954323,0.917269,6014,86.11241,0.77861,324.298,0.695893,2.510875,Jasmine
1143,5482,137.953321,52.311934,0.925315,5645,83.545791,0.493429,324.303,0.655009,2.637129,Jasmine
7594,5469,147.354029,47.775783,0.94598,5566,83.446672,0.473794,324.304,0.653451,3.084283,Jasmine
1256,5563,138.588591,52.235236,0.92625,5778,84.160748,0.629299,324.307,0.66467,2.653163,Jasmine
2068,5692,142.242967,51.986617,0.93082,5808,85.130955,0.692457,324.314,0.680054,2.736146,Jasmine
6352,5454,146.769506,48.802361,0.9431,5659,83.332158,0.515598,324.325,0.651575,3.007426,Jasmine
2054,5817,143.706829,52.54815,0.930748,5965,86.060644,0.556544,324.332,0.694911,2.734765,Jasmine
3807,5726,145.654872,51.013308,0.936662,5908,85.384833,0.80773,324.339,0.684011,2.855233,Jasmine
5756,5388,144.784509,48.706958,0.941716,5539,82.826413,0.509359,324.34,0.64363,2.972563,Jasmine
3772,5596,143.643699,50.347463,0.936562,5735,84.410002,0.551983,324.341,0.668473,2.853047,Jasmine
5544,5474,145.016494,48.980732,0.941232,5608,83.484809,0.640984,324.347,0.653875,2.960685,Jasmine
17831,6232,139.391812,57.673023,0.910392,6352,89.077656,0.545518,324.353,0.744392,2.416933,Gonen
2752,5611,142.982518,51.289718,0.933448,5781,84.523057,0.470169,324.354,0.670211,2.787742,Jasmine
583,5841,138.306336,55.163062,0.917018,6009,86.237997,0.715809,324.356,0.697675,2.507227,Jasmine
4602,7004,125.980946,73.000715,0.815002,7160,94.433944,0.751744,324.364,0.836548,1.725749,Gonen
1488,5853,143.463119,53.50953,0.927838,6020,86.326537,0.553318,324.382,0.698996,2.681076,Jasmine
8707,5421,148.783376,46.961553,0.94888,5524,83.07967,0.565276,324.389,0.647377,3.168195,Jasmine
5704,5392,144.390218,48.621431,0.941599,5563,82.857152,0.484674,324.393,0.643898,2.969683,Jasmine
9347,5180,146.752241,45.44807,0.950837,5324,81.21195,0.788432,324.413,0.618505,3.229009,Jasmine
1510,5730,142.262966,53.01124,0.927981,5959,85.414651,0.629117,324.414,0.684172,2.683638,Jasmine
18072,5999,139.810795,55.569281,0.917619,6183,87.39659,0.71264,324.414,0.716291,2.515973,Gonen
976,5899,141.312388,54.200987,0.923518,6048,86.665103,0.54671,324.416,0.704342,2.607192,Jasmine
10239,5144,149.426387,44.537766,0.954548,5269,80.929254,0.467466,324.426,0.614157,3.355049,Jasmine
4332,5480,143.389013,49.679201,0.938063,5638,83.53055,0.505722,324.433,0.654245,2.886299,Jasmine
10123,6785,133.846537,64.993554,0.874191,6936,92.945846,0.796829,324.438,0.810021,2.059382,Gonen
3999,5469,142.087164,49.571713,0.937167,5627,83.446672,0.502204,324.45,0.652863,2.866295,Jasmine
17954,5972,138.696568,56.63204,0.912841,6160,87.199694,0.514828,324.451,0.712905,2.449083,Gonen
1518,5924,143.390483,53.418595,0.928016,6060,86.848552,0.491048,324.452,0.70717,2.68428,Jasmine
559,5999,138.931543,55.699631,0.916116,6154,87.39659,0.751754,324.455,0.71611,2.494299,Jasmine
2259,5725,143.230643,52.089874,0.931525,5905,85.377376,0.703144,324.455,0.683402,2.749683,Jasmine
10639,6673,133.759596,64.447163,0.876274,6822,92.175525,0.589905,324.46,0.796542,2.075492,Gonen
2303,5326,139.025052,50.500472,0.931693,5472,82.34849,0.612606,324.463,0.635742,2.752946,Jasmine
14182,6451,135.955963,61.639416,0.891318,6594,90.629291,0.790564,324.464,0.770023,2.205666,Gonen
3620,5633,144.096709,50.687497,0.93609,5769,84.688596,0.665839,324.48,0.672316,2.842845,Jasmine
3326,5652,143.806559,50.889337,0.935293,5817,84.831303,0.559161,324.481,0.67458,2.825868,Jasmine
8074,5512,148.644365,47.698339,0.947117,5633,83.774079,0.527363,324.498,0.657802,3.116343,Jasmine
968,5863,140.405988,53.873651,0.923458,6016,86.400251,0.508676,324.501,0.699677,2.606209,Jasmine
654,6029,140.58473,55.497805,0.918783,6157,87.614846,0.593172,324.506,0.719465,2.533158,Jasmine
5034,5456,143.993974,49.164447,0.939906,5616,83.347435,0.472954,324.511,0.651067,2.928823,Jasmine
12524,6554,134.990514,62.790414,0.885234,6702,91.349942,0.600073,324.515,0.782072,2.149859,Gonen
1987,5756,143.083317,52.415905,0.930484,5865,85.608217,0.494162,324.528,0.686794,2.729769,Jasmine
1265,6097,144.256634,54.35199,0.926306,6223,88.107556,0.593671,324.53,0.727472,2.654119,Jasmine
1142,5829,141.106349,53.512442,0.9253,5979,86.149366,0.533791,324.533,0.695482,2.636889,Jasmine
7865,5588,149.600278,48.220478,0.946628,5659,84.349645,0.862346,324.545,0.666678,3.102422,Jasmine
2364,5785,143.773472,52.133744,0.931941,5937,85.823603,0.783451,324.554,0.690143,2.757781,Jasmine
4513,5699,145.881961,50.336757,0.938584,5820,85.183286,0.657931,324.554,0.679884,2.89812,Jasmine
820,5916,140.511123,54.539317,0.921596,6077,86.789891,0.737288,324.562,0.705737,2.576327,Jasmine
392,6083,137.995603,57.665961,0.908501,6262,88.006342,0.653033,324.563,0.725654,2.393017,Jasmine
4036,5605,144.834468,50.49907,0.937246,5824,84.477853,0.532289,324.565,0.668624,2.868062,Jasmine
8864,5503,149.903819,47.132354,0.949285,5619,83.705658,0.507002,324.565,0.656457,3.180487,Jasmine
3410,5536,143.103579,50.554011,0.935522,5696,83.956263,0.648244,324.579,0.660336,2.830707,Jasmine
18054,5939,138.543419,55.285608,0.91693,6114,86.958436,0.7718,324.579,0.708406,2.505958,Gonen
13249,6545,135.655401,62.34945,0.888118,6658,91.2872,0.783176,324.58,0.780685,2.175727,Gonen
9425,5219,147.356874,45.494224,0.951148,5366,81.517097,0.793402,324.586,0.622497,3.239024,Jasmine
6266,6792,130.096743,67.764301,0.853632,6921,92.993779,0.671146,324.588,0.810107,1.919842,Gonen
979,5859,141.038444,54.066781,0.923604,6010,86.370773,0.580847,324.589,0.698821,2.608597,Jasmine
1738,5611,140.389614,51.882603,0.929206,5796,84.523057,0.723533,324.595,0.669216,2.705909,Jasmine
505,5753,135.59669,54.973889,0.91413,5976,85.585905,0.536861,324.599,0.686135,2.466565,Jasmine
2075,5130,135.394771,49.472849,0.930852,5410,80.81905,0.665025,324.604,0.611814,2.736749,Jasmine
6550,5580,147.507044,48.86362,0.943538,5668,84.289244,0.487805,324.609,0.665462,3.01875,Jasmine
3203,5650,143.980955,51.089419,0.934929,5798,84.816292,0.750731,324.612,0.673797,2.818215,Jasmine
11387,4462,152.060645,40.294535,0.964251,5082,75.373701,0.394309,324.624,0.532082,3.773729,Jasmine
2942,5489,141.036161,50.358025,0.934082,5753,83.599114,0.565352,324.638,0.654492,2.800669,Jasmine
3132,5681,144.6832,51.420532,0.934714,5913,85.048656,0.614428,324.645,0.677356,2.813724,Jasmine
12076,6591,134.79595,63.218803,0.8832,6729,91.607433,0.623086,324.654,0.785814,2.132213,Gonen
15716,6355,136.0929,60.263873,0.896613,6473,89.952417,0.771706,324.671,0.757597,2.258283,Gonen
7662,5013,142.969065,46.284931,0.946146,5214,79.892114,0.462625,324.673,0.597606,3.08889,Jasmine
1219,5795,141.459954,53.405143,0.925998,5962,85.897748,0.488411,324.676,0.690817,2.648808,Jasmine
6996,6780,131.601618,67.405668,0.858869,6960,92.911593,0.772386,324.679,0.808223,1.952382,Gonen
3526,5580,143.393674,50.545308,0.935814,5724,84.289244,0.478436,324.684,0.665154,2.836933,Jasmine
4114,5623,144.825328,50.411559,0.937463,5748,84.613391,0.793201,324.686,0.670272,2.87286,Jasmine
2358,5888,144.479039,52.394775,0.931927,6018,86.584262,0.537128,324.689,0.701847,2.757509,Jasmine
